player_1,player_2,player_3,player_4,winner
35956,21549,10322,2986,1
14247,5048,26856,17139,2
23862,23211,6706,14935,1
26202,12696,13340,4327,4
22403,9525,17878,30670,2
16367,1420,32219,33556,1
18732,27635,11056,36611,3
7302,11872,38798,34497,2
38037,28341,8246,20840,2
5804,20157,31457,3528,4
2043,24599,15743,19425,1
29236,25450,8982,29986,3
35119,716,37492,32891,1
9581,30655,22460,27655,1
23800,21594,23214,35844,4
14025,26927,11905,5217,4
17939,20189,11080,29059,1
32177,4338,15541,13360,2
3697,25305,18682,37365,3
5779,14942,36595,28389,3
1402,26196,2087,16338,2
735,17207,34304,32984,2
35100,8032,31458,2798,3
24727,8946,38777,12609,4
19318,29863,7481,33583,1
20827,38082,6708,10469,1
35949,6744,10481,23812,1
4496,37327,26028,13374,1
9686,36711,17803,18567,1
22463,3715,35175,5980,1
17180,14110,34290,5189,4
11149,27536,20852,31367,1
16417,24719,33614,8895,1
12689,8110,29150,1434,1
30566,2159,25484,15711,1
2838,636,21630,28319,3
32193,7276,14872,29838,1
19391,32813,38236,38849,1
20096,11842,23166,26953,1
9550,36538,17820,22473,1
17241,5098,26946,14199,2
16452,32150,4298,12609,3
11073,20057,31383,30617,1
23148,35815,21723,23784,2
18568,20936,35059,3610,1
2781,28379,27680,10480,4
6621,14799,29232,2156,1
8848,1290,13404,37400,3
38087,25286,580,8175,1
38829,11985,7447,34478,2
29977,32961,33557,15635,2
19451,24600,26226,5880,4
4439,12605,13403,14790,1
17863,9678,11176,36710,2
26100,32120,1459,35132,1
21596,23965,10384,35884,4
16409,8962,29122,29789,1
23171,28439,6701,2875,1
33610,20218,24670,8054,1
30729,22348,19373,31478,2
5922,18722,15634,38164,2
37369,2064,25368,7320,1
38911,14076,26881,5124,4
27525,3685,721,34468,2
20932,32837,11825,17126,4
9536,17994,11208,22472,1
23907,2794,35780,38235,3
10301,6714,20056,15714,1
21541,8117,27741,29180,1
23053,25452,35205,38856,1
11963,17223,5180,14176,3
33629,26087,13389,4493,4
32083,12635,16464,1485,3
28385,19406,31456,5909,1
618,34431,7451,26938,4
2107,24679,37397,32849,1
14943,29865,8808,30620,1
20821,3683,36696,18567,1
5249,26791,34307,14220,1
35947,23995,10277,21743,1
13365,32212,26206,4446,4
22400,18698,9607,17851,3
17071,29792,559,7462,1
11817,15540,20193,25366,1
6544,2976,23049,28423,3
32902,35248,14848,20963,1
36690,30570,3615,11029,4
31362,8092,5894,19357,3
38993,37493,2117,29055,1
24728,1277,16382,12562,3
27616,38101,33728,8894,1
35862,10312,23924,2790,1
26140,13491,12620,4377,4
11825,17144,5103,14035,3
36694,17900,5872,9747,4
32234,16453,33547,1417,2
28484,23218,21684,2146,3
668,34315,32824,26974,4
38080,15681,6570,20929,3
37341,20132,8798,27585,3
29202,19406,24616,3721,1
29922,7462,38861,30655,2
35127,22326,14827,11041,2
25435,31428,8218,18567,1
