player_1,player_2,player_3,player_4,winner
9657,17814,18637,30740,1
4302,13434,16483,26031,1
11069,22387,36682,31420,2
33676,12649,8889,32208,2
3655,5919,15548,35183,1
567,5151,14035,26986,2
1289,29166,24614,37486,1
2194,23965,2782,35955,4
8112,10306,28465,21531,2
14967,23232,29810,6629,2
19292,20788,7320,25346,1
27615,32870,11820,38960,1
20163,34455,17221,38078,1
35898,23915,23072,2903,1
9589,17867,5822,30566,1
5108,20977,14128,17084,1
13334,4425,26060,1332,2
10299,28364,8151,6550,1
21550,2205,24567,14978,1
11871,15537,26816,34374,3
12542,16399,33587,37498,2
36561,22402,25319,3554,2
38058,27706,38961,19346,1
29788,8866,32798,571,3
35211,11028,7394,31332,2
20192,18532,32081,29029,3
35941,23885,23138,8097,1
14216,34401,26897,5041,4
30714,9573,31346,22304,2
33689,37343,13443,4457,4
32168,24598,16481,26239,4
7394,29790,17094,11967,3
38113,10471,2920,20780,2
622,14898,25328,32987,4
38847,5799,15540,1453,1
29202,28465,12584,8919,3
19436,17853,35027,11120,2
27699,36665,2209,18612,4
20137,21539,6654,3530,1
17869,9639,22277,36680,2
26850,17127,34339,5026,4
21555,35936,10366,38061,2
11169,30563,18598,3674,1
11813,7402,32812,14032,4
2947,23887,23035,15698,2
6626,14858,2077,20188,1
28457,25290,24550,19424,1
31390,37280,29996,5790,4
29202,4320,13477,26073,2
8065,8918,38801,35198,1
20931,33695,1313,682,4
27565,16385,32093,12603,1
4492,20102,13372,26215,1
23786,35918,23065,2893,2
17978,3702,9650,22496,3
26857,14234,5142,34446,3
16363,27713,37331,8916,1
12719,8070,24590,1367,1
33604,35189,19413,15718,1
36598,668,11101,18533,3
32245,38174,14779,31380,1
29224,28375,2077,38987,1
29989,11922,17046,5833,3
25344,21708,32857,6583,3
20915,10381,7303,30627,3
18653,17889,11111,9678,4
2985,35879,10438,28312,2
30538,22275,3745,36626,2
32869,14205,5054,26826,3
32244,4277,26118,13423,2
5833,19494,35104,31298,1
38910,17184,29047,7482,2
2205,23782,23208,14829,2
37332,33735,16495,8804,3
8053,21657,6606,20997,2
15731,24713,38058,25309,3
20226,34334,12650,29989,3
27745,11900,1461,719,1
9603,22379,36585,17901,1
5147,14168,26828,11965,1
35856,23798,10278,2974,1
26082,4365,13441,1313,2
33569,12540,16473,20206,3
30749,5785,15545,11119,4
8831,27535,32245,20939,3
7490,17129,34385,38992,2
31396,25404,29821,18610,4
29046,2096,37411,35028,3
14782,23232,21718,38110,3
19338,28374,589,3645,4
24549,6540,32888,8178,1
4411,16334,26131,13371,1
26853,5108,17178,14147,2
33618,12576,32237,27709,2
36705,9538,17888,22494,2
8942,1488,37316,25292,1
3734,18681,11105,30613,3
7486,11879,32960,34304,2
38205,35974,10407,21628,2
35146,20146,31430,5896,4
14806,23836,2894,23172,2
19458,24726,29197,8225,1
15566,38930,28363,6615,4
20793,636,29791,2032,2
