player_1,player_2,player_3,player_4,winner
35801,23973,8207,23087,1
9634,17831,30634,22322,1
4315,1427,13397,26207,1
14085,26842,5032,32812,3
10453,21684,19290,6738,1
11185,18596,5822,3680,1
11956,527,17124,7399,3
2886,28283,35109,20920,1
33727,2120,16414,37453,3
24713,31415,12695,29164,3
14835,38080,8907,27595,2
20247,38892,32134,25463,3
15543,36596,34490,29813,1
4481,33729,13391,27658,1
14112,5152,17191,26775,2
17886,11107,9738,36582,3
26096,37475,32123,20981,1
10435,23070,21560,35813,4
22351,35075,3715,8158,1
16448,24612,8913,2219,1
11853,38788,32832,34297,1
18586,20086,5836,686,1
12745,14919,29209,7290,1
30577,25446,31396,28341,1
1423,38053,19484,6582,1
15740,2837,29914,23874,4
35824,2939,10359,23830,1
4353,33558,26161,13356,1
11076,3696,22455,9564,4
16464,8892,12639,37411,1
23211,6662,2059,21545,4
32211,24720,29060,35085,1
38053,20200,14868,28411,4
1354,29802,15530,7470,1
8245,31340,573,30580,1
25308,5228,11822,14114,2
19304,5826,18604,17790,4
20965,17101,32779,26880,4
27742,38928,36637,34450,3
9537,18718,17867,30701,1
26166,13391,4407,16366,3
22454,19360,11086,3618,1
10333,6586,23883,35810,4
21622,15718,2038,2819,1
12641,32083,25297,20859,1
23025,20172,35207,28414,1
34321,5245,14076,26791,2
33597,37338,31496,27667,1
8892,29182,5984,14960,1
1492,29984,7479,38235,1
8222,38885,36676,11927,1
24621,646,32946,17189,1
5026,26870,17053,14223,1
22403,17854,9702,35069,3
18544,11187,31432,19427,2
6529,21653,10380,35866,4
3727,30745,20211,14927,2
7493,11833,32951,34387,2
5951,36658,29078,24683,2
38828,15620,596,37469,3
8175,1335,2837,23858,4
29982,32062,2140,28488,1
25323,12701,38055,33731,1
20781,16447,8939,23237,1
27582,26237,4476,13452,1
4455,24633,26108,13287,1
26805,14039,34284,5037,4
12595,15748,33593,16482,4
30542,17850,22421,9702,4
32036,8082,8906,37473,1
5839,18585,14843,11138,4
38996,17027,32966,697,2
2092,35791,23115,21600,2
29226,36744,1420,20118,3
35043,6748,25418,3598,4
29986,11858,7486,27706,2
19378,10410,28497,31405,4
20929,23909,2942,38194,1
4423,29072,8974,16363,1
5228,26979,17231,34356,1
13453,15661,24547,12738,1
17992,9638,11086,22352,2
14103,38982,7438,608,1
26151,25394,27541,33553,1
10305,35855,23910,20875,2
21615,23105,6685,20162,1
11946,14885,8200,37347,1
32889,5957,35227,1410,1
38082,2952,2147,3663,2
29860,28398,31442,32083,1
19391,18740,30625,36742,2
4421,26066,16339,13447,1
5076,32817,14131,17130,1
17785,9614,18574,31372,2
10490,23083,35946,23914,3
26790,29947,11846,734,1
30551,22398,3737,20881,2
32067,1465,37304,12673,4
5887,11082,19278,24553,2
38949,15552,34393,38128,3
8180,6620,21669,2989,3
14983,35157,2189,28468,4
27567,36553,25396,8886,2
20113,29057,7316,33701,4
