player_1,player_2,player_3,player_4,winner
9709,11186,22374,18723,1
5143,11911,14182,26986,1
13389,16443,4345,33626,3
17996,5951,31376,35102,1
10420,21597,6651,35998,4
23148,38191,28479,23863,4
30684,20234,24562,19385,1
36688,25303,29783,27663,1
32811,7484,17221,20797,3
3662,38973,1386,8198,1
2052,738,8827,2789,4
14969,32232,34314,29154,1
15682,12615,26099,37317,1
35826,28409,21725,23937,1
26827,5142,14046,11888,2
17191,38866,7357,34416,1
23199,14806,38040,10450,4
18725,30716,9682,20040,3
6729,27642,2226,2919,4
31397,36535,17928,15616,3
35187,29058,22350,37314,3
8140,29876,1468,678,1
25362,8975,5868,32943,4
24660,16325,4392,13361,3
19316,33681,11244,32160,3
20862,12702,3674,26221,1
4494,32066,8957,13440,1
17940,18700,9567,5883,3
26204,24748,37341,16316,1
11066,30740,22454,31287,3
12602,15558,25482,33597,1
11866,5178,26821,14120,2
7364,17134,676,20197,2
28492,2878,35875,10422,3
29102,38961,29849,1335,4
8218,6660,23963,23228,3
35092,2179,36582,19338,3
14900,32946,21690,38181,3
20952,34451,3713,27715,2
10351,35937,23999,6702,2
22391,9748,36742,17859,2
26080,32046,4286,8904,3
16487,29088,13330,1486,3
11169,18543,27617,3613,1
23219,8075,21585,25475,3
33608,24630,12623,29918,3
30635,31313,37407,5806,1
2874,14990,28380,632,1
38060,15704,38978,32879,1
2049,20202,7311,34327,1
35073,20908,17204,11855,1
19278,26802,14221,5040,1
35974,10389,21673,6684,1
17879,31381,9709,18695,3
14203,34373,5184,574,3
23795,28493,23038,8071,1
26893,29897,17027,38911,1
22404,19495,30563,36615,1
11224,15687,5847,3713,1
12646,4491,16333,13358,2
33727,1465,32212,26228,4
2980,38197,25355,14859,1
8841,24601,29187,37349,1
7394,20094,11821,20958,3
35181,2240,32953,27628,1
17841,9531,22407,18627,2
13440,4394,20118,16321,2
26071,12716,20836,32196,1
17175,5080,38973,11941,2
32878,14185,25289,34393,2
3605,15717,11069,30562,3
1462,33749,35208,37453,2
5861,29859,31474,36695,4
2112,23974,21626,35930,4
8111,2936,23043,10349,4
24591,8866,38172,29235,2
14830,676,6577,19498,3
27625,26822,28402,7422,1
4315,26054,16464,13404,1
35903,6664,2859,21604,1
14172,5059,26877,17106,2
23813,8078,38073,23126,1
10460,15569,20220,28466,1
22292,17819,11140,9643,4
30690,36742,18709,24604,3
2093,20986,25341,1347,1
31322,3680,37457,605,2
29103,19457,32060,12696,4
35039,5965,7459,8930,2
14833,29991,34483,32872,1
27615,38924,11917,33717,1
35795,21567,10349,23909,1
9535,22347,30708,36543,1
17798,11222,8193,5871,1
26884,5209,29936,14026,2
17122,11822,29099,7491,1
18673,35128,2194,27715,1
32207,12739,26242,4446,4
32887,34354,37312,20914,2
3686,19422,1398,15627,1
623,20140,8879,14966,1
38778,24614,6580,28337,1
31446,38028,2877,16303,1
25284,23025,33691,13298,1
