player_1,player_2,player_3,player_4,winner
22331,17999,30560,9622,4
17218,34372,14130,5110,4
11182,36652,35092,5844,1
18743,3696,24657,20165,1
23100,23989,21570,35784,4
2817,10449,8204,2104,2
33643,32217,4472,12614,3
38029,6644,29820,14973,2
539,20823,32878,26795,4
29238,8805,13309,37473,3
19315,31400,7292,25449,2
15742,28301,16396,38818,2
27667,1363,26240,11886,1
9687,36728,17988,11229,1
11919,14180,25402,5122,4
34326,32928,27743,26831,4
33657,4460,26075,37441,2
30529,35206,22438,18554,3
2927,10385,23826,35844,4
6721,23060,2161,21613,4
32217,13330,16302,24529,2
600,29777,8180,17167,4
31322,19483,3606,5882,3
38923,38219,29056,7279,4
20058,8820,12596,20923,3
15632,28412,1372,14899,2
4379,12550,33639,13387,1
10309,2186,23971,35998,4
18572,9729,22493,17979,2
23190,20224,21723,6652,3
34498,5111,11919,26828,2
32823,14146,7331,29778,2
8948,32094,20848,26078,4
38169,24624,2856,28486,3
5972,36525,11146,3551,3
31436,19309,30648,27592,3
29131,1422,35227,16328,4
14977,607,8053,25315,3
15675,17248,38984,37429,1
4398,13472,29859,33539,1
23959,23063,10393,35794,4
26154,16444,35102,24569,1
21661,8191,2942,15730,1
12647,8995,38050,20040,1
32038,27542,28463,25400,1
32921,14214,17077,5033,4
581,26791,34420,11833,2
1314,20786,7417,38907,1
37389,19317,6698,5847,1
31290,11052,9557,22381,3
2204,14860,30633,3732,1
29199,18532,17793,36570,1
35956,23897,15734,10491,1
17939,22494,36553,9571,4
14122,5034,26867,11775,2
26118,13462,4404,8920,3
18717,27744,19309,11186,4
23108,21712,20126,8134,2
12623,33657,16389,29221,3
2825,6658,20879,24598,1
32824,34477,17078,35232,3
32154,1420,29898,31438,1
37394,2096,38798,5826,1
25324,38241,7377,3606,3
14928,28472,618,30740,2
4432,33545,13398,12727,1
9745,17904,11200,22497,1
14192,34413,5237,38887,3
26058,27611,32111,1410,1
26932,7436,17164,25495,1
16443,15646,19342,37364,1
32879,565,11976,14856,3
8945,35128,29821,24558,1
28414,21682,35959,23973,3
38025,6579,10281,23085,3
29094,2027,8072,3642,1
20906,5836,31343,2848,1
20192,36732,30533,18736,1
35813,2055,23841,6587,1
26860,14066,17044,5222,4
21581,15631,10305,20953,3
11190,9531,22283,17888,2
18635,24713,27741,30701,1
23060,29944,2836,25496,1
38057,37356,28422,31493,3
5913,534,20160,36569,4
8122,7486,38888,3639,1
35195,11997,1451,8873,1
29059,13301,4315,33716,3
14969,16370,34451,32057,1
19491,26088,12598,32787,1
13490,33617,4319,32229,3
23931,35950,10365,2153,2
22337,17927,9570,35080,3
26920,5192,11846,14183,2
18663,31395,11180,15632,3
30748,27748,3528,20884,1
36593,24556,25446,20094,1
28436,23190,21650,8160,3
5892,38899,8948,14846,1
38194,2844,34452,654,2
29199,37467,26029,1420,3
29886,32895,12726,17099,4
19498,6605,16313,7367,1
