player_1,player_2,player_3,player_4,winner
35865,14963,2850,23944,1
5175,26835,20917,34296,1
14025,17056,20169,698,1
26033,4396,16377,33593,2
21690,25366,6706,10351,4
11799,32959,27706,29852,1
30525,22494,17800,9719,4
36680,11078,18637,19328,2
3673,38922,31322,29067,1
5902,7439,24698,1450,1
35156,8941,2219,28293,1
8072,12700,38215,23032,4
15579,13390,37307,32244,1
9717,22296,3734,11134,1
17886,30666,5949,35169,1
16455,33536,4288,13444,3
18537,27527,31459,29943,1
2974,23968,10470,35842,4
34485,5219,32852,14091,2
36588,25454,19413,37402,1
546,7285,38870,26831,4
2139,21553,6699,1422,2
24748,29196,32245,26173,4
15631,23075,8152,12609,2
20981,38169,14955,17238,4
20046,28337,8804,11887,3
4446,16324,26170,13406,1
5168,11820,26824,15529,1
17886,18642,9623,22463,3
14243,34477,17151,24589,1
21539,2827,35920,23829,3
23228,38026,10316,6738,3
30633,36554,11191,3531,3
28337,20061,20888,2080,1
8795,12658,33597,32143,2
1428,38917,25324,37472,1
31419,680,35109,5823,4
14990,7379,19284,8044,4
27669,32882,29836,29185,1
5093,7409,14141,17185,1
35931,21635,2924,23981,1
10448,27670,6575,2215,1
23187,24748,28421,15553,1
30604,22435,9654,17905,3
32143,12617,26141,4293,4
32948,38822,26967,34330,3
717,35233,11913,29780,3
38189,37408,8225,19371,1
29175,1456,8843,13365,4
14927,3539,25444,31382,1
20885,36561,5806,33658,1
20165,18666,11037,16443,4
14232,5034,7303,11981,2
13391,4360,27687,16397,2
23878,2171,21585,35987,4
26986,17212,634,32843,1
10480,20107,23112,38140,1
11066,9702,18726,17842,2
34377,38946,29852,20977,1
2864,19378,6727,14936,1
8899,26173,15619,33579,2
5959,30568,36715,22495,4
1298,12597,8058,32043,2
37391,29187,28345,24532,1
25311,31442,3540,35075,1
22488,17957,9732,14787,3
11161,30725,35092,29075,1
17080,5158,14167,26998,2
18627,31326,15571,8118,1
32803,38795,11955,34363,3
36586,25414,24719,2188,1
3542,37287,29962,1399,1
5869,28445,38055,7406,1
600,12536,8780,6639,1
19431,21536,23246,32247,1
27621,10410,16325,2891,1
20117,13374,4469,33632,3
20915,35839,26036,23956,1
13398,4287,12609,14986,2
26063,16341,8991,19281,1
21640,23154,23842,35873,4
11079,22412,17806,9689,4
33682,29172,1441,8227,1
2849,28313,6667,10463,4
32123,15534,24664,35092,1
37487,20791,25367,5943,1
31433,3526,18663,30689,3
38939,5237,34375,26895,2
2059,27735,38055,36694,3
29898,14130,7493,11845,2
20029,17072,681,32815,1
5206,34497,14108,17160,1
9592,17971,11070,18692,1
4456,13490,26137,32057,1
23809,10325,28358,35817,4
22329,31378,5792,30565,1
21631,2797,38042,23198,1
11876,32801,26916,24719,3
1308,16376,12565,37441,2
38898,27699,7276,14812,3
2027,8178,25452,6736,4
35116,20232,29862,36529,4
15590,29197,599,19360,1
20996,8968,33730,3683,1
