player_1,player_2,player_3,player_4,winner
9569,17989,20937,22377,1
35856,23924,10399,28421,1
4482,8912,13457,26102,1
14130,34345,5190,11991,3
26961,38843,32946,565,1
16494,1372,12669,32103,1
17212,24567,7317,15590,1
33591,19364,37339,27643,1
6640,21644,23200,2153,2
38172,8180,2939,5958,3
35182,18552,25486,11125,4
14998,31391,29786,3580,1
20168,30694,29110,36722,3
35785,23122,23974,10394,1
17896,22295,9625,30619,3
26243,4297,13355,12718,2
11079,18736,27542,36601,1
34287,14051,5095,26810,3
32937,17156,38777,7409,2
8805,16360,29044,1283,2
3611,5912,15639,31448,1
38107,28357,2840,21645,4
37305,33636,24746,25476,2
19428,29831,14879,35062,4
20233,32053,8162,2053,2
20900,11922,6702,531,2
5175,26882,34449,17190,1
35958,2854,10289,6536,1
9698,11148,3640,22401,1
17895,36601,5992,30583,1
23897,2070,21630,28487,1
14249,27731,586,11807,1
18565,35211,31329,20883,1
23031,14813,8137,29910,1
12570,26043,4367,13420,3
38073,24657,20035,38782,1
1305,32108,16387,33697,3
29188,37381,8950,7309,3
15688,19384,25284,32906,1
9658,17919,22475,18685,1
26222,4313,16455,33592,2
2849,10419,23872,35839,4
34449,25442,5152,26955,3
30545,36722,11203,3654,3
32786,14779,14105,17238,3
1329,13426,37413,8873,2
568,8177,7377,11815,4
38889,31463,29881,27692,1
35156,38196,5897,19336,3
24720,12712,29148,2169,2
15608,21640,23170,6650,2
20191,32047,20825,28368,2
23992,21677,10455,35922,4
22396,18526,9732,36577,3
26062,16446,13276,4306,4
30658,3616,17785,31497,3
2779,23141,6748,15718,2
32827,26911,34412,5048,4
7366,8093,38903,14031,4
1436,12636,33631,37498,2
38135,28464,20144,27681,2
542,2120,29827,17074,4
24631,32201,29103,25445,2
14989,5879,19397,35117,1
20932,8928,11143,11986,4
5242,17087,14190,26944,1
17912,3686,11245,9709,4
22495,24540,18581,30649,1
21701,6697,23211,35906,4
11963,32910,34466,29944,1
36562,25476,5990,31327,1
38863,7390,20974,15747,2
37295,4428,26043,33686,2
29203,13470,32218,20167,2
35138,745,1490,8145,1
19497,8970,38161,2184,1
14945,12636,2874,23887,4
27685,16426,28441,10347,1
4386,16444,26046,13361,1
9693,11093,17937,22423,1
14200,26790,5109,7456,3
10300,35836,6626,23914,2
17126,34438,558,25415,1
12667,8926,1456,20125,1
11838,32811,38881,14890,1
23176,21592,38105,2946,2
33691,35069,24617,19342,1
32232,29836,20784,8200,1
37332,2167,27731,3732,1
29148,31479,5803,36650,1
15707,28323,18703,30703,2
21654,35795,10334,20929,2
23052,23812,6747,24546,2
2854,28347,14824,19372,1
32026,4349,13291,26222,2
32802,14077,5119,38778,3
36648,22297,18590,9700,4
8867,16453,33644,12559,2
7491,17075,26980,35222,3
5949,20144,30541,17976,4
37443,29922,29161,1319,4
8184,38051,27746,31470,2
25359,34372,11963,3666,3
15691,2246,723,11096,2
