puzzle,label
432 _ _ 3431 3279 _ _ _ _ _ _ 3619 735 _ _ 3612,valid
2683 _ _ 433 _ _ 944 _ _ 2402 _ _ 2490 _ _ 1020,invalid
767 748 _ _ _ 1774 _ _ _ _ 3767 _ _ _ 489 3400,invalid
3302 3586 _ _ _ _ _ _ _ _ _ _ _ _ 574 68,valid
1756 _ _ 1921 _ _ 495 _ _ 2359 _ _ 3343 _ _ 1744,valid
_ _ 4037 _ 2618 _ _ _ _ _ _ 3357 _ 3801 _ _,valid
_ 1247 _ _ 2592 3503 _ _ _ _ 99 2849 _ _ 3856 _,valid
_ 3324 _ _ 1664 _ _ 700 3019 _ _ 3324 _ _ 531 _,invalid
_ _ 416 2022 _ _ _ 2737 1728 _ _ _ 165 2492 _ _,valid
_ 2879 1101 _ _ _ _ 4118 3441 _ _ _ _ 666 531 _,valid
_ _ _ 4151 _ 3398 673 _ _ 433 475 _ 153 _ _ _,invalid
3210 _ _ _ _ _ _ 2455 3523 _ _ _ _ _ _ 268,invalid
_ _ 243 _ _ _ 2970 _ _ 3696 _ _ _ 3418 _ _,valid
_ _ _ 2296 1069 _ 1138 _ _ 2036 _ 430 279 _ _ _,invalid
_ _ 2232 2384 _ _ _ 1196 2722 _ _ _ 2959 3734 _ _,valid
_ _ _ _ 811 393 _ _ _ _ 2037 3690 _ _ _ _,valid
3271 _ _ _ _ _ 607 _ _ 1637 _ _ _ _ _ 4046,valid
_ 1577 3623 _ _ _ _ 4116 1569 _ _ _ _ 3016 1176 _,invalid
_ 4092 _ _ _ _ 1450 _ _ 2314 _ _ _ _ 1485 _,invalid
_ 763 _ 3747 _ _ _ _ _ _ _ _ 2123 _ 3186 _,valid
_ _ _ _ _ 3921 _ 3933 3161 _ 2428 _ _ _ _ _,valid
_ _ 628 _ 3112 _ _ 50 1355 _ _ 1130 _ 2029 _ _,invalid
_ 2649 _ _ 290 _ _ 2082 3957 _ _ 1249 _ _ 995 _,valid
_ _ 2313 _ 2185 _ _ 1439 3891 _ _ 3405 _ 1660 _ _,invalid
2978 2324 _ _ 806 _ _ _ _ _ _ 1336 _ _ 12 1003,invalid
_ _ 127 _ 408 _ _ _ _ _ _ 2958 _ 82 _ _,valid
_ _ 1794 3317 _ _ 3571 _ _ 2746 _ _ 1192 3020 _ _,valid
_ _ _ _ 1650 1993 _ _ _ _ 2472 2148 _ _ _ _,valid
_ _ 2766 _ _ 580 _ 982 3853 _ 3949 _ _ 2056 _ _,invalid
_ _ 2309 _ 1367 _ _ 3921 1983 _ _ 2246 _ 2640 _ _,valid
5 _ 1135 _ _ _ _ _ _ _ _ _ _ 2685 _ 2416,valid
345 _ _ 1535 _ _ _ 839 1737 _ _ _ 2314 _ _ 2399,valid
_ 3504 _ _ 165 _ _ 2165 3472 _ _ 127 _ _ 2219 _,invalid
_ _ _ _ 858 _ 3557 3875 2547 1577 _ 2186 _ _ _ _,invalid
529 1425 _ _ 3708 _ _ _ _ _ _ 3780 _ _ 2049 924,valid
3038 _ 2433 _ _ _ _ _ _ _ _ _ _ 2372 _ 995,invalid
_ _ _ _ 3857 _ 3315 _ _ 2012 _ 193 _ _ _ _,invalid
_ _ 2144 _ _ 2429 _ 712 2021 _ 2845 _ _ 2619 _ _,invalid
_ _ _ _ _ 1704 _ 3718 4073 _ 849 _ _ _ _ _,valid
2937 _ _ _ _ _ 2245 _ _ 565 _ _ _ _ _ 1456,valid
_ _ _ 699 _ 2808 _ _ _ _ 1582 _ 2032 _ _ _,valid
3291 _ _ 2274 _ _ 1305 _ _ 1032 _ _ 3268 _ _ 982,invalid
413 _ _ 3123 _ _ 52 _ _ 1443 _ _ 630 _ _ 4078,valid
_ _ 1304 2156 _ _ _ 3777 3692 _ _ _ 1686 801 _ _,valid
_ _ _ 2119 1802 _ _ 3398 597 _ _ 1241 1917 _ _ _,valid
1406 _ _ 3933 _ _ 874 _ _ 774 _ _ 1067 _ _ 3481,invalid
_ _ _ _ _ 3105 _ 3479 3443 _ 739 _ _ _ _ _,valid
3092 _ _ _ _ 3762 _ 3794 70 _ 2627 _ _ _ _ 1504,invalid
_ _ _ 2264 133 _ _ _ _ _ _ 3927 2658 _ _ _,valid
_ _ _ _ 574 _ 1209 _ _ 529 _ 317 _ _ _ _,valid
_ _ _ _ 309 1176 _ _ _ _ 3166 1322 _ _ _ _,valid
1096 3335 _ _ _ 2563 _ _ _ _ 570 _ _ _ 1406 1185,invalid
2881 _ _ _ _ _ _ 1049 3983 _ _ _ _ _ _ 1725,invalid
_ 1268 _ _ 3863 _ _ 2972 3169 _ _ 520 _ _ 1535 _,invalid
2845 _ _ 233 _ 2479 _ _ _ _ 1443 _ 1369 _ _ 2991,invalid
_ _ _ 1906 2118 _ _ _ _ _ _ 3459 1916 _ _ _,invalid
_ 1212 _ _ 2844 _ _ 2865 1572 _ _ 814 _ _ 3893 _,invalid
_ _ _ 1835 _ 3686 2776 _ _ 1119 715 _ 2659 _ _ _,invalid
_ 2529 _ _ 3943 2978 _ _ _ _ 189 862 _ _ 1759 _,invalid
1998 _ _ _ _ _ _ 1512 2622 _ _ _ _ _ _ 3591,valid
_ _ 2911 1703 _ _ _ 4099 381 _ _ _ 3175 3674 _ _,invalid
_ 2623 2340 _ _ _ _ 2605 378 _ _ _ _ 1168 2777 _,invalid
_ _ _ 769 _ 3065 _ _ _ _ 1799 _ 1731 _ _ _,valid
_ _ _ 3058 _ 1396 2196 _ _ 2396 1515 _ 1036 _ _ _,valid
_ _ _ 3483 _ 3340 429 _ _ 1312 2407 _ 2290 _ _ _,invalid
_ _ 2529 _ 151 _ _ _ _ _ _ 712 _ 1874 _ _,valid
1670 _ _ 3135 _ _ 3428 _ _ 2117 _ _ 1244 _ _ 3882,invalid
_ 1450 _ 4106 _ _ 2885 _ _ 1613 _ _ 2935 _ 1528 _,valid
1133 _ _ _ _ 3040 1270 _ _ 3438 3526 _ _ _ _ 3082,valid
_ _ 3976 _ _ 3510 695 _ _ 2678 1342 _ _ 2589 _ _,invalid
4157 _ _ _ _ 1952 3202 _ _ 139 689 _ _ _ _ 4076,valid
_ 2135 _ _ 1513 _ _ 3313 3829 _ _ 2894 _ _ 120 _,valid
_ _ 2209 3903 _ _ _ 1874 2003 _ _ _ 3991 996 _ _,valid
_ _ 1016 _ 2047 _ _ 2952 1202 _ _ 389 _ 2385 _ _,invalid
_ _ 1532 _ 2472 _ _ 1359 2721 _ _ 3717 _ 2725 _ _,invalid
_ _ _ _ _ 1529 _ 1992 1033 _ 2921 _ _ _ _ _,invalid
_ _ _ _ 932 _ 1564 _ _ 2421 _ 1317 _ _ _ _,valid
_ _ _ 995 _ 669 _ _ _ _ 1977 _ 479 _ _ _,valid
1446 _ _ _ 2038 _ _ _ _ _ _ 730 _ _ _ 1721,valid
1429 2932 _ _ _ 297 _ _ _ _ 3755 _ _ _ 3534 542,valid
_ _ 685 _ _ _ 1466 614 131 501 _ _ _ 476 _ _,invalid
_ _ _ 791 _ _ 3877 2954 673 5 _ _ 1693 _ _ _,invalid
1447 _ _ 425 4092 _ _ _ _ _ _ 1534 4080 _ _ 1137,valid
1944 _ _ 224 _ 1062 _ _ _ _ 825 _ 819 _ _ 773,valid
_ 342 _ _ _ _ 3107 _ _ 2481 _ _ _ _ 2196 _,valid
685 _ _ 2282 _ _ 1960 _ _ 1449 _ _ 2943 _ _ 2294,invalid
_ _ _ 2773 _ 3501 2470 _ _ 4075 2542 _ 3756 _ _ _,valid
1347 _ _ 843 _ 3702 _ _ _ _ 3556 _ 2094 _ _ 1010,valid
_ 3479 _ _ 2410 1591 _ _ _ _ 835 933 _ _ 3410 _,valid
_ _ _ _ 1921 2013 _ _ _ _ 4042 2627 _ _ _ _,valid
_ _ 3631 1413 _ _ 254 _ _ 3038 _ _ 3537 785 _ _,valid
_ _ _ _ 634 _ 1390 3791 2248 3636 _ 238 _ _ _ _,valid
706 _ _ _ _ 2695 1269 _ _ 3403 2456 _ _ _ _ 3953,valid
_ _ 685 1254 _ _ 3304 _ _ 4080 _ _ 1067 2478 _ _,invalid
2111 1678 432 _ _ _ _ _ _ _ _ _ _ 1401 2618 2797,valid
_ _ _ _ _ 2935 _ 2907 291 _ 3395 _ _ _ _ _,invalid
_ 588 _ 271 _ _ _ _ _ _ _ _ 1238 _ 1060 _,invalid
_ _ _ _ _ _ 4099 1087 1695 3734 _ _ _ _ _ _,valid
743 _ 549 _ _ _ _ _ _ _ _ _ _ 732 _ 106,valid
_ 1144 _ _ _ _ 2626 _ _ 3766 _ _ _ _ 3800 _,valid
1243 2788 _ _ 1660 _ _ _ _ _ _ 1462 _ _ 1495 2517,invalid
_ 411 _ _ 131 _ 419 _ _ 2684 _ 623 _ _ 3853 _,valid
_ _ _ _ 752 _ 278 237 3719 3783 _ 2882 _ _ _ _,valid
_ _ _ 1963 _ 2139 3879 _ _ 2821 2269 _ 3708 _ _ _,valid
_ 1532 _ _ _ _ 2614 _ _ 903 _ _ _ _ 596 _,invalid
_ _ _ 992 _ _ 976 3879 699 1845 _ _ 586 _ _ _,invalid
3010 _ 3237 _ _ _ _ _ _ _ _ _ _ 68 _ 299,valid
239 _ _ 1900 _ 204 _ _ _ _ 2029 _ 2005 _ _ 1712,invalid
_ 3969 _ _ _ 3328 2787 _ _ 1759 570 _ _ _ 713 _,valid
1758 1423 _ _ _ 1202 _ _ _ _ 7 _ _ _ 3911 2252,invalid
_ 1837 1352 _ _ _ _ 3530 3445 _ _ _ _ 111 2869 _,invalid
988 _ _ _ _ 881 1985 _ _ 2404 2945 _ _ _ _ 1225,invalid
2219 2426 _ _ _ _ _ _ _ _ _ _ _ _ 3745 2834,valid
_ 2232 _ 900 _ _ _ _ _ _ _ _ 1035 _ 2175 _,invalid
_ _ 4122 _ _ 2298 _ 3651 1874 _ 1862 _ _ 2971 _ _,valid
138 _ _ _ _ _ 763 _ _ 2622 _ _ _ _ _ 3161,valid
_ _ 1843 _ _ 2768 _ _ _ _ 3981 _ _ 2489 _ _,invalid
_ _ 3421 1317 _ _ _ 2728 2045 _ _ _ 3842 3424 _ _,valid
1473 _ _ 1664 _ _ 2027 _ _ 2592 _ _ 955 _ _ 2878,invalid
_ _ _ 1880 _ _ 2668 855 4092 3720 _ _ 2908 _ _ _,invalid
_ _ _ 1634 _ _ _ 1721 667 _ _ _ 1234 _ _ _,valid
_ _ 1747 1178 _ _ _ _ _ _ _ _ 1674 1968 _ _,valid
_ 2943 _ _ 447 _ 4066 _ _ 3373 _ 1926 _ _ 67 _,invalid
3630 _ _ 2712 _ _ 251 _ _ 1727 _ _ 1528 _ _ 348,invalid
_ _ 3330 _ _ _ 3799 _ _ 3759 _ _ _ 2049 _ _,valid
3464 _ 3851 _ _ _ _ _ _ _ _ _ _ 4104 _ 2836,invalid
_ _ _ 3759 _ 1491 1286 _ _ 381 35 _ 3986 _ _ _,invalid
3594 3138 _ _ 3745 _ _ _ _ _ _ 3816 _ _ 559 176,valid
_ _ 3380 1137 _ _ 2425 _ _ 56 _ _ 1283 2977 _ _,valid
_ _ _ _ _ 1757 _ 1555 1737 _ 544 _ _ _ _ _,invalid
976 _ _ 3243 _ _ 241 _ _ 3202 _ _ 2198 _ _ 3792,invalid
_ _ _ _ _ _ 3454 978 856 2270 _ _ _ _ _ _,valid
2689 _ _ _ _ 4055 2658 _ _ 2590 323 _ _ _ _ 3391,invalid
_ _ 2726 190 _ _ 1578 _ _ 2191 _ _ 2774 2219 _ _,valid
_ _ _ 3584 2831 _ _ _ _ _ _ 3258 1342 _ _ _,valid
_ 313 _ _ 662 _ 2029 _ _ 3283 _ 3804 _ _ 2719 _,valid
1084 _ _ _ _ _ 348 _ _ 2912 _ _ _ _ _ 309,valid
_ 1363 _ _ 455 3899 _ _ _ _ 2257 1625 _ _ 3818 _,invalid
_ _ _ 2740 3428 _ _ _ _ _ _ 3679 2212 _ _ _,invalid
_ _ _ 3038 254 _ _ _ _ _ _ 1150 1239 _ _ _,invalid
186 _ _ _ _ 2391 1204 _ _ 3237 1887 _ _ _ _ 1083,invalid
1952 _ _ _ 616 _ _ _ _ _ _ 830 _ _ _ 3349,valid
1921 2364 _ _ _ 2266 _ _ _ _ 312 _ _ _ 1634 2211,invalid
1785 1754 _ _ _ _ _ _ _ _ _ _ _ _ 3975 916,valid
1908 _ _ _ _ _ _ 1411 1496 _ _ _ _ _ _ 663,invalid
_ _ _ 488 4056 _ _ _ _ _ _ 1969 576 _ _ _,valid
_ _ 2954 _ 3361 _ _ 3992 707 _ _ 2415 _ 840 _ _,valid
2398 2238 _ _ _ 222 _ _ _ _ 3923 _ _ _ 3541 3282,valid
_ _ _ 428 _ _ 311 3270 233 2250 _ _ 2747 _ _ _,valid
2723 _ 222 _ _ _ _ _ _ _ _ _ _ 2174 _ 1514,invalid
_ _ _ 2243 698 _ _ _ _ _ _ 3660 203 _ _ _,valid
_ 243 _ _ 3304 _ _ 1784 4019 _ _ 964 _ _ 2630 _,valid
_ _ _ 1537 210 _ 93 _ _ 3943 _ 1691 584 _ _ _,valid
_ 3258 _ _ 3448 _ 1851 _ _ 1990 _ 1491 _ _ 848 _,invalid
_ 3717 _ _ _ _ 2017 _ _ 596 _ _ _ _ 1566 _,valid
1983 _ 2547 _ _ 3799 _ _ _ _ 4130 _ _ 4157 _ 3309,invalid
_ 1515 _ _ 2888 3820 _ _ _ _ 1282 2529 _ _ 1130 _,valid
_ _ _ _ _ 3798 _ 3222 2903 _ 2150 _ _ _ _ _,valid
_ _ _ _ 3145 _ 2011 _ _ 2943 _ 991 _ _ _ _,valid
1944 _ _ 1719 _ 4155 _ _ _ _ 2796 _ 2671 _ _ 1937,invalid
